1003	3769	201801	P	15	15	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	16	16	1001	163031	0	7	0	0	0	M	0
1003	3769	201801	P	17	17	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	18	18	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	19	19	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	22	22	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	23	23	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	24	24	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	25	25	1001	163031	0	3.5	0	0	0	M	0
1003	3769	201801	P	26	26	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	29	29	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	30	30	1001	163031	0	8	0	0	0	M	0
1003	3769	201801	P	31	31	1001	163031	0	8	0	0	0	M	0
1003	5251	201801	P	15	15	1001	163031	0	8	0	0	0	M	0
1003	5251	201801	P	17	17	1001	163031	0	8	0	0	0	M	0
1003	5488	201801	P	11	11	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	12	12	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	16	16	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	17	17	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	18	18	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	19	19	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	22	22	1001	173053	0	9	0	0	0	M	0
1003	5488	201801	P	23	23	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	24	24	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	25	25	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	26	26	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	27	27	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	29	29	1001	173053	0	10	0	0	0	M	0
1003	5488	201801	P	30	30	1001	173053	0	8	0	0	0	M	0
1003	5488	201801	P	31	31	1001	173053	0	8.5	0	0	0	M	0
1003	5517	201801	P	15	15	1001	163031	0	8	0	0	0	M	0
1003	5517	201801	P	17	17	1001	163031	0	8	0	0	0	M	0
1003	5527	201801	P	12	12	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	15	15	1001	173053	0	2	0	0	0	M	0
1003	5527	201801	P	16	16	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	17	17	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	18	18	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	19	19	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	22	22	1001	173053	0	9	0	0	0	M	0
1003	5527	201801	P	23	23	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	24	24	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	25	25	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	26	26	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	27	27	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	29	29	1001	173053	0	10	0	0	0	M	0
1003	5527	201801	P	30	30	1001	173053	0	8	0	0	0	M	0
1003	5527	201801	P	31	31	1001	173053	0	8.5	0	0	0	M	0
1003	5555	201801	P	16	16	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	17	17	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	18	18	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	19	19	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	22	22	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	23	23	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	24	24	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	25	25	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	26	26	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	29	29	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	30	30	1001	163031	0	8	0	0	0	M	0
1003	5555	201801	P	31	31	1001	163031	0	8	0	0	0	M	0
1003	8093	201801	P	19	19	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	16	16	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	17	17	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	18	18	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	19	19	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	22	22	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	23	23	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	24	24	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	25	25	1001	163031	0	8	0	0	0	M	0
1003	8117	201801	P	26	26	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	16	16	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	17	17	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	18	18	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	19	19	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	22	22	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	23	23	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	24	24	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	25	25	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	26	26	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	29	29	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	30	30	1001	163031	0	8	0	0	0	M	0
1003	8271	201801	P	31	31	1001	163031	0	8	0	0	0	M	0
1003	9711	201801	P	10	10	1001	176065	0	8	0	0	0	M	0
1003	9711	201801	P	11	11	1001	176065	0	8	0	0	0	M	0
1003	9711	201801	P	12	12	1001	176065	0	8	0	0	0	M	0
1003	9711	201801	P	15	15	1001	176065	0	8	0	0	0	M	0
1003	9711	201801	P	16	16	1001	176065	0	8	0	0	0	M	0
1003	9711	201801	P	17	17	1001	176065	0	8	0	0	0	M	0
1003	9711	201801	P	18	18	1001	176065	0	8	0	0	0	M	0
